review_text,rating,review_date,app_version,likes,app_name,category
all the time I have ordered it doesn't show cod and if I paid online they deliver not at time they are now froto,1,01-03-2026 20:59,,0,Zomato,Food Delivery
zomato is really excellent platform for food.,5,01-03-2026 20:59,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 20:58,19.4.2,0,Zomato,Food Delivery
very nice 👍 good food test is very nice,5,01-03-2026 20:58,19.4.2,0,Zomato,Food Delivery
good,4,01-03-2026 20:56,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 20:55,,0,Zomato,Food Delivery
good app,5,01-03-2026 20:55,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 20:54,19.3.9,0,Zomato,Food Delivery
the food came all spilled,1,01-03-2026 20:54,,0,Zomato,Food Delivery
this is the best delivery app ever. this app gives more offers than any apps and I love it for that. keep growing zomato. from our family we love you and always will 😀,5,01-03-2026 20:54,,0,Zomato,Food Delivery
Nice App,5,01-03-2026 20:53,16.1.2,0,Zomato,Food Delivery
good,4,01-03-2026 20:52,,0,Zomato,Food Delivery
"worst app.... they have no facility to talk with customer care. I have got bad food twice in last 10 days, no way to raise complaint.",1,01-03-2026 20:52,19.3.9,0,Zomato,Food Delivery
excellent💯,5,01-03-2026 20:51,19.3.7,0,Zomato,Food Delivery
very good,4,01-03-2026 20:51,,0,Zomato,Food Delivery
good,4,01-03-2026 20:51,19.4.2,0,Zomato,Food Delivery
super,5,01-03-2026 20:50,19.4.2,0,Zomato,Food Delivery
best in market,4,01-03-2026 20:49,,0,Zomato,Food Delivery
hgood,4,01-03-2026 20:49,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 20:49,19.3.9,0,Zomato,Food Delivery
best food delivery app,5,01-03-2026 20:49,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 20:48,19.3.9,0,Zomato,Food Delivery
nice,5,01-03-2026 20:48,19.4.2,0,Zomato,Food Delivery
uts best,5,01-03-2026 20:48,,0,Zomato,Food Delivery
wow,4,01-03-2026 20:47,,0,Zomato,Food Delivery
good,5,01-03-2026 20:47,,0,Zomato,Food Delivery
"This app is costly according to food , I purchase same thing in less rate on food cart or shop 😞",3,01-03-2026 20:47,19.4.2,0,Zomato,Food Delivery
ok,4,01-03-2026 20:47,19.4.2,0,Zomato,Food Delivery
👍,5,01-03-2026 20:47,19.3.9,0,Zomato,Food Delivery
god job,5,01-03-2026 20:46,19.3.9,0,Zomato,Food Delivery
Good 👍,5,01-03-2026 20:46,19.4.2,0,Zomato,Food Delivery
user friendly Application easy to use!!,5,01-03-2026 20:45,19.4.2,0,Zomato,Food Delivery
taste good,5,01-03-2026 20:45,,0,Zomato,Food Delivery
"absolutely amazing, great service",5,01-03-2026 20:45,19.3.9,0,Zomato,Food Delivery
amazing,5,01-03-2026 20:45,19.3.9,0,Zomato,Food Delivery
Very Good Service,5,01-03-2026 20:44,,0,Zomato,Food Delivery
very helpful,5,01-03-2026 20:44,18.7.8,0,Zomato,Food Delivery
switch to Swiggy. worst customer service and worst delivery,1,01-03-2026 20:44,19.3.9,0,Zomato,Food Delivery
"I ordered their signature dish, which was beautifully presented and served hot. The flavors were well-balanced—spicy yet subtle, with a perfect blend of herbs and spices.The service was prompt and courteous. The staff members were attentive and ensured that everything was served on time. Hygiene and cleanliness were also well maintained. Overall, the food quality, taste, and presentation were impressive. I would definitely recommend this place to anyone looking for a pleasant dining experience.",5,01-03-2026 20:44,19.3.7,0,Zomato,Food Delivery
sexy,5,01-03-2026 20:44,19.3.7,0,Zomato,Food Delivery
Excellent,5,01-03-2026 20:43,19.3.9,0,Zomato,Food Delivery
Good,5,01-03-2026 20:43,,0,Zomato,Food Delivery
Good Experience,5,01-03-2026 20:41,19.3.9,0,Zomato,Food Delivery
yea its good,5,01-03-2026 20:41,19.3.9,0,Zomato,Food Delivery
awesome,5,01-03-2026 20:40,19.3.9,0,Zomato,Food Delivery
it's good,5,01-03-2026 20:40,19.3.9,0,Zomato,Food Delivery
very good seftly food delivered.. thank you,5,01-03-2026 20:40,19.3.9,0,Zomato,Food Delivery
i love this app ☺️🤝😊👍,5,01-03-2026 20:39,,0,Zomato,Food Delivery
good service.,5,01-03-2026 20:39,19.3.4,0,Zomato,Food Delivery
good,4,01-03-2026 20:38,19.3.9,0,Zomato,Food Delivery
very good and very nice,5,01-03-2026 20:37,19.3.9,0,Zomato,Food Delivery
they delay the order very much.. pathetic service,1,01-03-2026 20:37,19.3.9,0,Zomato,Food Delivery
very Nice food delivery app. fast delivery.,5,01-03-2026 20:37,19.3.2,0,Zomato,Food Delivery
best thali,5,01-03-2026 20:36,19.3.9,0,Zomato,Food Delivery
amazing app,5,01-03-2026 20:35,19.4.2,0,Zomato,Food Delivery
best option when hungry😎,5,01-03-2026 20:35,19.3.9,0,Zomato,Food Delivery
Best food delivery app✨✨,5,01-03-2026 20:34,19.3.9,0,Zomato,Food Delivery
very good and comfortable app,5,01-03-2026 20:34,19.3.9,0,Zomato,Food Delivery
good service,4,01-03-2026 20:34,19.4.2,0,Zomato,Food Delivery
super,5,01-03-2026 20:34,19.3.9,0,Zomato,Food Delivery
no good offers,3,01-03-2026 20:33,,0,Zomato,Food Delivery
Zomato's service is very good and they deliver on time.,5,01-03-2026 20:32,19.4.2,0,Zomato,Food Delivery
good,5,01-03-2026 20:31,19.4.2,0,Zomato,Food Delivery
always on time and great delivery experience,4,01-03-2026 20:31,19.4.2,0,Zomato,Food Delivery
best for order on the train option,5,01-03-2026 20:29,19.3.9,0,Zomato,Food Delivery
on time delivery very good,4,01-03-2026 20:28,19.3.9,0,Zomato,Food Delivery
nice,4,01-03-2026 20:27,19.3.9,0,Zomato,Food Delivery
Nice late delivery,3,01-03-2026 20:27,19.3.9,0,Zomato,Food Delivery
bad service,1,01-03-2026 20:27,19.3.9,0,Zomato,Food Delivery
delivery late,1,01-03-2026 20:26,19.3.9,0,Zomato,Food Delivery
"⭐⭐⭐⭐⭐ The experience was really good from start to finish. Ordering was simple, updates were clear, and the delivery was on time. The food arrived fresh, well-packed, and just as expected. It felt smooth, reliable, and stress-free. Overall, a very satisfying experience and definitely worth using again.",5,01-03-2026 20:26,19.3.9,0,Zomato,Food Delivery
Good Food delivered ever 😊❤️,5,01-03-2026 20:25,,0,Zomato,Food Delivery
good,5,01-03-2026 20:25,19.3.9,0,Zomato,Food Delivery
super,5,01-03-2026 20:25,,0,Zomato,Food Delivery
delhiczious,5,01-03-2026 20:24,19.3.9,0,Zomato,Food Delivery
Good,5,01-03-2026 20:24,19.3.9,0,Zomato,Food Delivery
excellent Service,5,01-03-2026 20:23,19.3.9,0,Zomato,Food Delivery
app and rates are ok during ordering but after ordering rates increased and coupnes displayed for original rates. why this saving formalities?,3,01-03-2026 20:23,19.3.9,0,Zomato,Food Delivery
speechless,5,01-03-2026 20:22,19.4.2,0,Zomato,Food Delivery
Totally mismanagement. we already know given time is estimated. But 20 minutes turn into 50 minutes with rider unlogic explanation shows how un planned deliveries runs now,1,01-03-2026 20:22,19.4.2,0,Zomato,Food Delivery
best food service app . I'll enjoy it 😀,5,01-03-2026 20:22,,0,Zomato,Food Delivery
Exceptional some times,4,01-03-2026 20:22,,0,Zomato,Food Delivery
nice,4,01-03-2026 20:22,,0,Zomato,Food Delivery
very good experience from last 5 years ...Zomato is our best food delivery partner for forever,5,01-03-2026 20:21,18.1.9,0,Zomato,Food Delivery
enjoying your food,4,01-03-2026 20:21,,0,Zomato,Food Delivery
good..!,5,01-03-2026 20:21,19.3.9,0,Zomato,Food Delivery
its easy to order,5,01-03-2026 20:20,19.3.7,0,Zomato,Food Delivery
Nice Experience,5,01-03-2026 20:20,19.4.2,0,Zomato,Food Delivery
good offers 👍,5,01-03-2026 20:19,19.3.9,0,Zomato,Food Delivery
"very good app, the app for online food shopping ,India best app",5,01-03-2026 20:17,19.3.9,0,Zomato,Food Delivery
"too costly on zomato, you can get the same food at a lower price on Swiggy or at nearby restaurants.. zomato charges almost 100% of what that food is actually worth..",1,01-03-2026 20:17,,0,Zomato,Food Delivery
good,5,01-03-2026 20:15,19.3.7,0,Zomato,Food Delivery
Best And Easy,5,01-03-2026 20:14,,0,Zomato,Food Delivery
best app with good location tracing good restaurant taking out good offers good Mal,5,01-03-2026 20:14,,0,Zomato,Food Delivery
Customer friendly,4,01-03-2026 20:14,19.3.9,0,Zomato,Food Delivery
Plz.make necessary arrangements for having option for text msg on whatsppps for deaf persons in case of delievery of foods.,5,01-03-2026 20:14,19.3.9,0,Zomato,Food Delivery
price higher than in swiggy,4,01-03-2026 20:14,19.2.3,0,Zomato,Food Delivery
very nice 👌,4,01-03-2026 20:13,19.3.9,0,Zomato,Food Delivery
Super fast and good offers 👍 make sure keep up good work. Don't get into competition mode with others provider do your best customer will come to you,5,01-03-2026 20:13,19.3.9,0,Zomato,Food Delivery
exlent,5,01-03-2026 20:13,19.3.9,0,Zomato,Food Delivery
very good,5,01-03-2026 20:11,,0,Zomato,Food Delivery
nice collection,5,01-03-2026 20:11,,0,Zomato,Food Delivery
good app very nice for lazy days,5,01-03-2026 20:08,19.3.9,0,Zomato,Food Delivery
"present old UI is good but, time to change the new UI.",4,01-03-2026 20:07,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 20:07,19.4.2,0,Zomato,Food Delivery
🙂😊,3,01-03-2026 20:06,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 20:06,19.3.9,0,Zomato,Food Delivery
Great,5,01-03-2026 20:06,19.3.9,0,Zomato,Food Delivery
excellent,5,01-03-2026 20:06,19.3.7,0,Zomato,Food Delivery
"outstanding i love this buger thanxxx brick and basil,,,🎉🎉🎉👍🏻👍🏻👍🏻👍🏻💕💕💕💕💕",5,01-03-2026 20:06,19.3.9,0,Zomato,Food Delivery
very hood experience,5,01-03-2026 20:05,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 20:04,,0,Zomato,Food Delivery
excellent,5,01-03-2026 20:03,19.3.9,0,Zomato,Food Delivery
"Seems better than Swiggy, but don't know for sure",5,01-03-2026 20:02,19.3.9,0,Zomato,Food Delivery
nice app,5,01-03-2026 20:02,19.3.9,0,Zomato,Food Delivery
now you can't even read reviews of restaurants. proves that zomato instead of improving quality and experience is working on exploiting industry even more.,1,01-03-2026 20:02,19.4.2,0,Zomato,Food Delivery
excellent service,5,01-03-2026 20:01,19.4.2,0,Zomato,Food Delivery
it's a good app,5,01-03-2026 20:00,19.4.2,0,Zomato,Food Delivery
nice,5,01-03-2026 19:59,19.3.9,0,Zomato,Food Delivery
like it,5,01-03-2026 19:59,,0,Zomato,Food Delivery
delevery Charg very high,1,01-03-2026 19:59,19.3.9,0,Zomato,Food Delivery
excellent experience,5,01-03-2026 19:59,19.3.6,0,Zomato,Food Delivery
super,5,01-03-2026 19:59,19.3.9,0,Zomato,Food Delivery
Good,5,01-03-2026 19:58,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:58,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:58,19.3.2,0,Zomato,Food Delivery
very nice service. discount should be given more.,5,01-03-2026 19:57,19.3.9,0,Zomato,Food Delivery
Deserves Minus rating.....worst experience!,1,01-03-2026 19:57,19.3.4,0,Zomato,Food Delivery
nice 👍,5,01-03-2026 19:56,19.3.4,0,Zomato,Food Delivery
tiffins,5,01-03-2026 19:54,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:54,,0,Zomato,Food Delivery
very good experience,5,01-03-2026 19:54,16.4.4,0,Zomato,Food Delivery
"Zomato frequently runs a scam. Order 4 meals and the 5th meal will be free, however, that can never be claimed. When the time comes to claim, then they have technical glitch and app error. The customer support is also of poor quality. They don't know anything...if you have a problem the answer is ""our team will look into it"".",1,01-03-2026 19:53,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:53,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:51,19.3.9,0,Zomato,Food Delivery
very good,5,01-03-2026 19:51,19.4.2,0,Zomato,Food Delivery
good,5,01-03-2026 19:49,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:48,19.3.9,0,Zomato,Food Delivery
Good food items and fast delivery. Safe trasaction and keeping privacy.,5,01-03-2026 19:48,19.3.0,0,Zomato,Food Delivery
👌thanku,5,01-03-2026 19:48,,0,Zomato,Food Delivery
good,5,01-03-2026 19:47,19.4.1,0,Zomato,Food Delivery
always best,5,01-03-2026 19:47,19.3.2,0,Zomato,Food Delivery
"beautiful interface, nice service.",5,01-03-2026 19:46,19.3.9,0,Zomato,Food Delivery
best app!!,5,01-03-2026 19:46,,0,Zomato,Food Delivery
best experience,5,01-03-2026 19:46,19.3.9,0,Zomato,Food Delivery
👍 gr8,5,01-03-2026 19:45,19.3.0,0,Zomato,Food Delivery
👌,5,01-03-2026 19:45,19.3.9,0,Zomato,Food Delivery
zomato app was a very best app,5,01-03-2026 19:45,19.3.9,0,Zomato,Food Delivery
Nice taste,5,01-03-2026 19:45,19.3.9,0,Zomato,Food Delivery
nice delivery and nice food,5,01-03-2026 19:45,19.4.2,0,Zomato,Food Delivery
good,5,01-03-2026 19:44,19.4.2,0,Zomato,Food Delivery
Super Fast with Amazing Deals,5,01-03-2026 19:43,19.4.2,0,Zomato,Food Delivery
phele se better h,4,01-03-2026 19:43,,0,Zomato,Food Delivery
good service 👍🏻,5,01-03-2026 19:42,,0,Zomato,Food Delivery
More offers would do,5,01-03-2026 19:41,19.3.9,0,Zomato,Food Delivery
😁❤️,4,01-03-2026 19:41,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:41,19.3.7,0,Zomato,Food Delivery
very nice experience,5,01-03-2026 19:41,19.3.9,0,Zomato,Food Delivery
ok,5,01-03-2026 19:40,19.3.4,0,Zomato,Food Delivery
great app,5,01-03-2026 19:39,19.3.9,0,Zomato,Food Delivery
it is very best option for food delivary,5,01-03-2026 19:39,19.4.2,0,Zomato,Food Delivery
"This app is so amazing. whenever I hungry and I order from this app, it delivers my order quickly, and my cravings are quickly satisfied. worth every rupee. cravings satisfied ✔️",4,01-03-2026 19:39,,0,Zomato,Food Delivery
Good,4,01-03-2026 19:38,19.4.2,0,Zomato,Food Delivery
"They always assigned my order with other order due these, I always received my order late. I tried gold membership and still they assigned my order with other order.",1,01-03-2026 19:38,19.3.9,0,Zomato,Food Delivery
jabardasti ke charges laga rahe hai,1,01-03-2026 19:38,19.4.2,0,Zomato,Food Delivery
zomato app is super amazing!✨,4,01-03-2026 19:38,19.4.2,0,Zomato,Food Delivery
good,5,01-03-2026 19:37,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 19:36,19.4.1,0,Zomato,Food Delivery
great,5,01-03-2026 19:36,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 19:36,19.3.9,0,Zomato,Food Delivery
just wow,5,01-03-2026 19:36,,0,Zomato,Food Delivery
super,5,01-03-2026 19:36,19.3.9,0,Zomato,Food Delivery
Nice app!,5,01-03-2026 19:35,19.3.6,0,Zomato,Food Delivery
Excellent,5,01-03-2026 19:35,,0,Zomato,Food Delivery
very good 👍,5,01-03-2026 19:35,19.3.9,0,Zomato,Food Delivery
nice,5,01-03-2026 19:34,19.3.9,0,Zomato,Food Delivery
"zomato became worst. Multipleorders 1. I have received wrong order. 2.orderd 2 items but received one. I raised complaint on this,nothing sorted at that moment,in chat,mentioned if the issue didn't solve then mail to customer care, so sent a mail with all the details,what I ordered and what I received,images n all. But I received a response they couldn't move forward and they can't issue refund. 3.Late delivery.If the restaurant nearby also they will take 45-60mins to deliver which is pathetic.",1,01-03-2026 19:33,19.3.9,0,Zomato,Food Delivery
Nice Experience & Nice Service From Tambaram Chennai,5,01-03-2026 19:32,,0,Zomato,Food Delivery
very good service on nice offers,5,01-03-2026 19:31,,0,Zomato,Food Delivery
super,5,01-03-2026 19:31,19.4.2,0,Zomato,Food Delivery
superb,5,01-03-2026 19:30,19.3.9,0,Zomato,Food Delivery
Really good app but takes little time to get delivered but overall amazing app.,5,01-03-2026 19:29,19.3.9,0,Zomato,Food Delivery
pretty good. I like it. Been using it for a while now,5,01-03-2026 19:28,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 19:27,19.4.2,0,Zomato,Food Delivery
ultimate food,5,01-03-2026 19:26,19.3.9,0,Zomato,Food Delivery
good app,5,01-03-2026 19:26,19.3.9,0,Zomato,Food Delivery
excellent customer service,5,01-03-2026 19:26,19.3.7,0,Zomato,Food Delivery
Goodi,5,01-03-2026 19:24,19.3.9,0,Zomato,Food Delivery
nice,5,01-03-2026 19:23,,0,Zomato,Food Delivery
good,4,01-03-2026 19:21,19.3.9,0,Zomato,Food Delivery
very good app,5,01-03-2026 19:20,19.3.9,0,Zomato,Food Delivery
super fast delivery,5,01-03-2026 19:19,19.3.9,0,Zomato,Food Delivery
good offers,4,01-03-2026 19:19,19.3.9,0,Zomato,Food Delivery
nice aap supper,5,01-03-2026 19:19,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 19:19,19.3.9,0,Zomato,Food Delivery
good 👍,5,01-03-2026 19:18,19.3.9,0,Zomato,Food Delivery
very convenient platform to book anything in one click,5,01-03-2026 19:18,19.3.9,0,Zomato,Food Delivery
All good,4,01-03-2026 19:18,19.3.9,0,Zomato,Food Delivery
awesome 👍,5,01-03-2026 19:17,19.4.2,0,Zomato,Food Delivery
great experience,5,01-03-2026 19:17,,0,Zomato,Food Delivery
super,5,01-03-2026 19:16,19.3.9,0,Zomato,Food Delivery
...good,5,01-03-2026 19:15,19.3.9,0,Zomato,Food Delivery
nice,2,01-03-2026 19:14,19.3.9,0,Zomato,Food Delivery
wonderful offers and the best available but sometimes the orders are not placing a time but it's ok slightly ok make it more wide assign many Zomato partners please 🥺❤️❤️❤️,5,01-03-2026 19:13,,0,Zomato,Food Delivery
👍😊 good,5,01-03-2026 19:13,19.3.9,0,Zomato,Food Delivery
giving best offer to new customer,5,01-03-2026 19:11,19.4.2,0,Zomato,Food Delivery
good service,5,01-03-2026 19:09,19.4.2,0,Zomato,Food Delivery
Keep it up.,5,01-03-2026 19:09,19.3.9,0,Zomato,Food Delivery
Nice,5,01-03-2026 19:06,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 19:06,19.3.9,0,Zomato,Food Delivery
Good,4,01-03-2026 19:06,19.3.9,0,Zomato,Food Delivery
loved it,5,01-03-2026 19:05,,0,Zomato,Food Delivery
very quick service. Happy,5,01-03-2026 19:05,19.3.9,0,Zomato,Food Delivery
When your lazy person with some moderate bank balance it's be too usefull😸😝,4,01-03-2026 19:04,19.3.9,0,Zomato,Food Delivery
super,5,01-03-2026 19:04,19.4.2,0,Zomato,Food Delivery
👍,5,01-03-2026 19:04,19.4.2,0,Zomato,Food Delivery
👍 good,5,01-03-2026 19:04,19.3.9,0,Zomato,Food Delivery
Wonderful experience. Ordering mouth-watering dishes from favourite restaurants. Getting delivery within stipulated time with great offers.,5,01-03-2026 19:03,19.3.9,0,Zomato,Food Delivery
very good service,5,01-03-2026 19:03,19.3.9,0,Zomato,Food Delivery
food but can be better,4,01-03-2026 19:02,19.3.9,0,Zomato,Food Delivery
awesome,5,01-03-2026 19:02,,0,Zomato,Food Delivery
nice,5,01-03-2026 19:00,19.3.9,0,Zomato,Food Delivery
ok,4,01-03-2026 18:59,19.3.7,0,Zomato,Food Delivery
it's very convenient for me,5,01-03-2026 18:59,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:59,19.4.2,0,Zomato,Food Delivery
good,5,01-03-2026 18:59,,0,Zomato,Food Delivery
early delivery,5,01-03-2026 18:58,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:56,18.9.5,0,Zomato,Food Delivery
very good,5,01-03-2026 18:56,19.3.2,0,Zomato,Food Delivery
idk ordering firsr time,5,01-03-2026 18:56,19.3.9,0,Zomato,Food Delivery
very good experience 😃,4,01-03-2026 18:56,,0,Zomato,Food Delivery
Super 👌 Delivery company,5,01-03-2026 18:55,19.4.2,0,Zomato,Food Delivery
👍,3,01-03-2026 18:53,,0,Zomato,Food Delivery
simple superb,5,01-03-2026 18:52,19.3.9,0,Zomato,Food Delivery
amazing for foodie 😀,5,01-03-2026 18:52,,0,Zomato,Food Delivery
Fast delivery.,5,01-03-2026 18:52,19.3.9,0,Zomato,Food Delivery
awesome 😎,5,01-03-2026 18:52,,0,Zomato,Food Delivery
best,5,01-03-2026 18:52,19.3.7,0,Zomato,Food Delivery
"on time and friendly delivery partener, thank you",5,01-03-2026 18:51,19.3.9,0,Zomato,Food Delivery
food 🤟,5,01-03-2026 18:50,19.4.2,0,Zomato,Food Delivery
good,4,01-03-2026 18:50,,0,Zomato,Food Delivery
Nice,5,01-03-2026 18:50,19.3.1,0,Zomato,Food Delivery
good,5,01-03-2026 18:49,19.3.9,0,Zomato,Food Delivery
Good Services,5,01-03-2026 18:49,19.3.9,0,Zomato,Food Delivery
I like this especially for the coupons and discounts,5,01-03-2026 18:48,19.3.9,0,Zomato,Food Delivery
Excellent,5,01-03-2026 18:47,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:47,19.3.9,0,Zomato,Food Delivery
best food app.🍕🍺,5,01-03-2026 18:46,19.3.9,0,Zomato,Food Delivery
👌👌,5,01-03-2026 18:45,19.4.2,0,Zomato,Food Delivery
super,5,01-03-2026 18:45,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:45,19.3.9,0,Zomato,Food Delivery
good,3,01-03-2026 18:44,,0,Zomato,Food Delivery
Great service,5,01-03-2026 18:44,19.3.9,0,Zomato,Food Delivery
Amazing experience with Taste,5,01-03-2026 18:43,19.3.7,0,Zomato,Food Delivery
Fast and safe Delivery,5,01-03-2026 18:41,19.3.9,0,Zomato,Food Delivery
it's faster and better experience I have found with zomato.,4,01-03-2026 18:41,19.3.9,0,Zomato,Food Delivery
Good,4,01-03-2026 18:40,,0,Zomato,Food Delivery
nice,5,01-03-2026 18:39,19.3.8,0,Zomato,Food Delivery
nice,5,01-03-2026 18:39,19.4.2,0,Zomato,Food Delivery
taste,4,01-03-2026 18:37,,0,Zomato,Food Delivery
good,5,01-03-2026 18:37,19.3.9,0,Zomato,Food Delivery
lent hloi,4,01-03-2026 18:37,,0,Zomato,Food Delivery
good,5,01-03-2026 18:36,,0,Zomato,Food Delivery
friends in need,5,01-03-2026 18:36,19.4.2,0,Zomato,Food Delivery
easy to use,5,01-03-2026 18:35,19.3.9,0,Zomato,Food Delivery
very satisfying,5,01-03-2026 18:33,19.3.4,0,Zomato,Food Delivery
NOT NOW,4,01-03-2026 18:33,19.3.9,0,Zomato,Food Delivery
❤️‍🩹,5,01-03-2026 18:33,19.3.9,0,Zomato,Food Delivery
amazing service..,5,01-03-2026 18:33,19.4.2,0,Zomato,Food Delivery
good service,4,01-03-2026 18:33,19.3.9,0,Zomato,Food Delivery
very smooth n value for money,5,01-03-2026 18:32,19.3.9,0,Zomato,Food Delivery
nice,5,01-03-2026 18:31,19.1.8,0,Zomato,Food Delivery
nice app,5,01-03-2026 18:31,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:31,19.3.9,0,Zomato,Food Delivery
nice app,5,01-03-2026 18:30,19.3.9,0,Zomato,Food Delivery
nice exam,4,01-03-2026 18:29,19.3.9,0,Zomato,Food Delivery
good,4,01-03-2026 18:28,19.3.9,0,Zomato,Food Delivery
good to use it,5,01-03-2026 18:28,,0,Zomato,Food Delivery
I was lucky to have an aap like this,5,01-03-2026 18:26,19.4.1,0,Zomato,Food Delivery
charges are too much,3,01-03-2026 18:24,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:23,19.3.9,0,Zomato,Food Delivery
ver good,2,01-03-2026 18:23,19.4.2,0,Zomato,Food Delivery
pretty fast delivery,5,01-03-2026 18:22,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:22,18.9.8,0,Zomato,Food Delivery
good,4,01-03-2026 18:21,19.3.9,0,Zomato,Food Delivery
nice one,5,01-03-2026 18:21,,0,Zomato,Food Delivery
my experience related to the delivery I'd totally outstanding . I am truly obssesed,4,01-03-2026 18:20,19.3.9,0,Zomato,Food Delivery
very good,5,01-03-2026 18:19,,0,Zomato,Food Delivery
too good,5,01-03-2026 18:17,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 18:16,19.2.7,0,Zomato,Food Delivery
varity of food outlet,5,01-03-2026 18:15,,0,Zomato,Food Delivery
nice all brand things in one app nice,5,01-03-2026 18:15,19.3.9,0,Zomato,Food Delivery
❤️❤️❤️,5,01-03-2026 18:12,,0,Zomato,Food Delivery
चोर हैं ये company।। और इसका owner भी।।,1,01-03-2026 18:12,19.3.7,0,Zomato,Food Delivery
good,5,01-03-2026 18:12,19.3.9,0,Zomato,Food Delivery
he,1,01-03-2026 18:12,19.3.9,0,Zomato,Food Delivery
good experience,5,01-03-2026 18:11,19.3.9,0,Zomato,Food Delivery
very good service,5,01-03-2026 18:10,19.3.9,0,Zomato,Food Delivery
nice experience,5,01-03-2026 18:10,,0,Zomato,Food Delivery
good services,5,01-03-2026 18:09,19.3.9,0,Zomato,Food Delivery
very good,5,01-03-2026 18:09,,0,Zomato,Food Delivery
very good,5,01-03-2026 18:08,19.3.9,0,Zomato,Food Delivery
rider bahut badamiz hai,1,01-03-2026 18:08,,0,Zomato,Food Delivery
good food,4,01-03-2026 18:07,19.3.9,0,Zomato,Food Delivery
the Ui Ux team definetly need a raise,5,01-03-2026 18:06,19.4.2,0,Zomato,Food Delivery
Good but delivery partner get low prize money very bad,4,01-03-2026 18:06,19.3.9,0,Zomato,Food Delivery
not bad,1,01-03-2026 18:05,,0,Zomato,Food Delivery
quick food options,5,01-03-2026 18:03,19.3.9,0,Zomato,Food Delivery
good& lowest prices,5,01-03-2026 18:03,,0,Zomato,Food Delivery
good,5,01-03-2026 18:02,19.3.9,0,Zomato,Food Delivery
Good,4,01-03-2026 18:01,19.3.9,0,Zomato,Food Delivery
better than swiggy on offers,5,01-03-2026 18:00,19.3.9,0,Zomato,Food Delivery
good,5,01-03-2026 17:59,19.3.9,0,Zomato,Food Delivery
good service,5,01-03-2026 17:58,,0,Zomato,Food Delivery
amazing app for food delivery with great variety,5,01-03-2026 17:56,,0,Zomato,Food Delivery
love the app,4,01-03-2026 17:56,19.3.1,0,Zomato,Food Delivery
good,5,01-03-2026 17:55,19.3.9,0,Zomato,Food Delivery
It was my first time experiencing zomato. I really didn't expect that they really do such fast delivery and they deliver food in our area as well. Doing a great job zomato. best wishes 🙏 🧿,4,01-03-2026 17:55,,0,Zomato,Food Delivery
nice app....but not worth for earning,3,01-03-2026 17:55,19.2.3,0,Zomato,Food Delivery
👍🏻,5,01-03-2026 17:52,,0,Zomato,Food Delivery
good service,5,01-03-2026 17:50,19.3.7,0,Zomato,Food Delivery
good,5,01-03-2026 17:49,19.3.9,0,Zomato,Food Delivery
👍💪,5,01-03-2026 17:49,19.3.9,0,Zomato,Food Delivery
good handy app,5,01-03-2026 17:49,19.4.2,0,Zomato,Food Delivery
good,5,01-03-2026 17:49,19.3.9,0,Zomato,Food Delivery
A really nice app to order food but sometimes the GPS shows wrong location so the drivers will be calling you to ask the way. Sometimes when you order food like ice cream at night most of the time they call and say we don't have the flavour available you asked for so we'll share another one...same for pastries too. But really nice app!,4,01-03-2026 17:48,19.3.9,0,Zomato,Food Delivery
best food delivery app ever,5,01-03-2026 17:45,19.3.9,0,Zomato,Food Delivery
nice,5,01-03-2026 17:43,19.3.9,0,Zomato,Food Delivery
good experience for me delivery always on time.,4,01-03-2026 17:42,19.3.9,0,Zomato,Food Delivery
we booked food but food is not good & i raised complete but no one is not responding properly. money is taking extra also,1,01-03-2026 17:40,19.3.9,0,Zomato,Food Delivery
